Year,Week,SMN,SMT,VCI,TCI,VHI,Region
1997,2,3.76,2.57,26.63,31.68,29.16,26
1997,3,3.81,2.61,14.72,57.58,36.15,26
1997,4,1.88,2.7,82.77,27.66,55.22,26
1997,5,3.21,3.18,32.77,35.15,33.96,26
1997,6,1.61,2.98,31.91,59.45,45.68,26
1997,7,1.93,0.68,15.92,62.65,39.29,26
1997,8,4.82,2.23,14.07,45.32,29.7,26
1997,9,0.43,0.51,40.45,34.16,37.31,26
1997,10,3.3,1.38,63.2,27.67,45.43,26
1997,11,1.77,3.75,39.53,53.17,46.35,26
1997,12,3.05,0.21,37.49,53.06,45.27,26
1997,13,2.78,0.37,56.04,62.25,59.14,26
1997,14,2.95,1.02,48.96,35.11,42.04,26
1997,15,0.14,2.09,50.51,54.68,52.6,26
1997,16,2.69,2.76,85.74,35.5,60.62,26
1997,17,0.54,1.8,85.25,63.81,74.53,26
1997,18,4.16,0.48,64.47,72.1,68.28,26
1997,19,2.84,3.16,52.14,53.47,52.81,26
1997,20,4.65,4.73,62.35,58.04,60.19,26
1997,21,2.1,4.44,55.97,62.16,59.07,26
1997,22,4.63,4.1,65.8,72.66,69.23,26
1997,23,0.96,0.38,81.33,65.62,73.47,26
1997,24,3.35,3.69,64.92,47.46,56.19,26
1997,25,2.32,4.13,61.66,57.52,59.59,26
1997,26,3.74,2.37,71.17,44.36,57.77,26
1997,27,3.79,0.16,45.02,61.3,53.16,26
1997,28,1.95,3.19,75.39,68.56,71.98,26
1997,29,1.52,4.89,79.62,69.57,74.59,26
1997,30,2.0,3.7,70.75,40.45,55.6,26
1997,31,2.39,0.51,31.56,54.49,43.03,26
1997,32,2.98,4.74,59.93,69.73,64.83,26
1997,33,1.28,1.35,51.11,53.05,52.08,26
1997,34,4.93,3.11,59.74,52.94,56.34,26
1997,35,1.68,4.63,64.49,58.53,61.51,26
1997,36,0.9,4.4,36.0,30.17,33.09,26
1997,37,0.63,1.76,64.58,54.6,59.59,26
1997,38,4.78,2.81,68.54,53.53,61.04,26
1997,39,4.58,1.2,43.88,23.84,33.86,26
1997,40,4.72,1.24,62.26,46.27,54.26,26
1997,41,1.58,4.92,33.6,30.94,32.27,26
1997,42,1.81,0.63,49.31,54.14,51.73,26
1997,43,2.66,3.7,37.03,17.09,27.06,26
1997,44,3.5,4.83,54.88,42.81,48.85,26
1997,45,0.84,1.28,3.61,29.29,16.45,26
1997,46,0.7,2.31,31.75,34.5,33.12,26
1997,47,3.12,0.96,32.74,48.64,40.69,26
1997,48,2.6,4.57,21.03,34.32,27.67,26
1997,49,0.37,3.37,38.09,17.71,27.9,26
1997,50,1.68,4.27,40.15,36.46,38.3,26
1997,51,1.56,4.83,49.02,24.58,36.8,26
1997,52,4.6,1.93,32.85,48.9,40.88,26
1998,1,1.11,3.73,48.48,42.61,45.54,26
1998,2,4.49,0.52,34.32,36.63,35.48,26
1998,3,4.28,2.96,25.95,37.33,31.64,26
1998,4,2.33,2.53,49.72,58.62,54.17,26
1998,5,1.24,0.53,34.51,16.12,25.32,26
1998,6,3.62,4.12,33.4,54.26,43.83,26
1998,7,1.22,4.0,39.96,46.08,43.02,26
1998,8,1.24,3.7,35.2,42.91,39.05,26
1998,9,2.21,4.32,55.69,46.76,51.23,26
1998,10,0.48,2.9,22.15,54.4,38.28,26
1998,11,0.41,2.64,52.55,43.87,48.21,26
1998,12,1.34,3.27,46.68,40.31,43.5,26
1998,13,1.97,3.59,68.13,72.82,70.47,26
1998,14,1.39,1.62,91.73,62.11,76.92,26
1998,15,1.6,0.37,48.65,72.66,60.66,26
1998,16,4.88,4.52,66.47,75.74,71.11,26
1998,17,3.29,2.03,62.22,50.71,56.46,26
1998,18,1.48,3.73,70.93,75.02,72.98,26
1998,19,3.16,0.94,79.16,39.75,59.46,26
1998,20,0.63,0.8,87.51,85.84,86.68,26
1998,21,0.9,0.56,65.32,51.7,58.51,26
1998,22,4.74,0.26,47.25,58.98,53.12,26
1998,23,1.97,3.74,87.79,78.91,83.35,26
1998,24,1.65,3.39,57.35,69.38,63.36,26
1998,25,3.43,1.55,73.12,57.8,65.46,26
1998,26,4.09,1.84,64.73,66.05,65.39,26
1998,27,2.67,0.31,50.68,47.97,49.32,26
1998,28,1.91,3.93,64.4,58.64,61.52,26
1998,29,0.87,4.16,71.86,35.67,53.76,26
1998,30,3.24,0.35,35.88,59.87,47.88,26
1998,31,1.92,0.8,44.41,53.17,48.79,26
1998,32,3.03,1.92,74.68,53.14,63.91,26
1998,33,0.81,3.81,69.36,53.08,61.22,26
1998,34,1.38,0.86,65.34,61.93,63.63,26
1998,35,2.03,4.41,50.85,54.17,52.51,26
1998,36,4.19,0.28,50.37,27.69,39.03,26
1998,37,2.43,0.26,78.85,47.88,63.36,26
1998,38,3.12,0.48,44.56,63.14,53.85,26
1998,39,0.14,3.26,44.42,53.89,49.15,26
1998,40,2.85,3.48,27.3,31.53,29.42,26
1998,41,4.69,2.74,49.0,29.29,39.14,26
1998,42,3.16,4.15,66.07,55.47,60.77,26
1998,43,2.99,3.89,25.28,46.26,35.77,26
1998,44,0.49,3.26,47.94,65.8,56.87,26
1998,45,1.1,3.45,30.25,44.46,37.36,26
1998,46,0.46,2.87,33.56,46.87,40.22,26
1998,47,4.31,2.34,22.5,27.73,25.12,26
1998,48,1.31,4.81,40.11,22.73,31.42,26
1998,49,4.98,4.58,0.0,11.03,5.51,26
1998,50,4.15,2.07,22.21,33.82,28.01,26
1998,51,3.31,2.8,44.77,72.8,58.79,26
1998,52,2.68,1.72,39.62,32.74,36.18,26
1999,1,2.33,0.77,35.11,36.61,35.86,26
1999,2,1.38,1.8,38.69,29.37,34.03,26
1999,3,0.6,0.14,22.44,41.12,31.78,26
1999,4,2.31,1.07,57.64,42.17,49.9,26
1999,5,1.52,4.66,22.85,26.44,24.64,26
1999,6,3.97,3.87,40.23,21.94,31.08,26
1999,7,3.97,4.45,12.47,65.93,39.2,26
1999,8,0.31,0.97,65.08,69.16,67.12,26
1999,9,1.47,4.43,35.65,53.45,44.55,26
1999,10,1.19,2.9,35.76,47.46,41.61,26
1999,11,2.71,4.37,57.53,77.57,67.55,26
1999,12,4.51,1.98,42.22,64.11,53.17,26
1999,13,3.17,0.49,49.94,26.43,38.18,26
1999,14,1.94,3.93,36.63,58.21,47.42,26
1999,15,3.01,2.38,70.1,50.3,60.2,26
1999,16,2.42,3.7,27.4,50.94,39.17,26
1999,17,4.24,2.21,34.93,52.55,43.74,26
1999,18,1.72,3.7,56.07,71.87,63.97,26
1999,19,0.39,1.61,65.41,67.63,66.52,26
1999,20,2.46,1.99,62.52,61.69,62.11,26
1999,21,3.34,4.75,56.85,51.73,54.29,26
1999,22,4.97,3.27,58.74,100.0,79.37,26
1999,23,3.88,1.11,93.8,65.21,79.51,26
1999,24,1.11,0.85,57.4,59.36,58.38,26
1999,25,1.03,1.88,80.67,68.51,74.59,26
1999,26,3.08,2.4,56.13,50.93,53.53,26
1999,27,2.83,2.74,36.96,67.98,52.47,26
1999,28,4.25,4.63,46.08,49.63,47.85,26
1999,29,3.06,2.23,56.31,69.1,62.7,26
1999,30,1.12,1.24,42.58,63.89,53.24,26
1999,31,4.53,1.71,73.05,74.38,73.71,26
1999,32,1.09,3.15,68.78,46.17,57.48,26
1999,33,1.01,3.88,71.69,55.34,63.51,26
1999,34,1.94,0.57,51.99,59.37,55.68,26
1999,35,3.8,0.24,62.93,51.4,57.16,26
1999,36,3.98,2.52,50.49,38.9,44.69,26
1999,37,2.85,1.31,45.92,39.49,42.7,26
1999,38,1.41,2.67,52.2,45.97,49.08,26
1999,39,2.97,1.66,47.61,60.91,54.26,26
1999,40,3.98,1.21,35.6,65.3,50.45,26
1999,41,1.22,2.91,51.35,49.04,50.19,26
1999,42,2.58,4.77,21.44,47.03,34.23,26
1999,43,4.42,4.94,40.57,74.16,57.37,26
1999,44,0.38,3.52,30.58,46.01,38.3,26
1999,45,2.44,1.35,55.99,45.44,50.71,26
1999,46,1.39,1.06,29.0,41.48,35.24,26
1999,47,2.13,0.88,3.53,41.53,22.53,26
1999,48,3.15,1.68,47.03,39.23,43.13,26
1999,49,4.15,4.78,7.18,42.33,24.76,26
1999,50,0.52,0.32,35.26,51.48,43.37,26
1999,51,1.04,4.39,6.65,41.99,24.32,26
1999,52,4.11,3.7,18.52,26.86,22.69,26
2000,1,3.68,3.24,51.47,26.43,38.95,26
2000,2,2.38,2.94,27.63,37.63,32.63,26
2000,3,1.61,4.12,18.36,46.95,32.66,26
2000,4,4.34,3.08,54.76,47.0,50.88,26
2000,5,3.15,1.19,40.91,46.55,43.73,26
2000,6,0.33,2.27,15.74,26.65,21.2,26
2000,7,1.96,3.37,73.34,39.29,56.32,26
2000,8,0.89,3.59,20.46,51.13,35.79,26
2000,9,4.19,4.94,49.54,51.94,50.74,26
2000,10,1.34,3.09,100.0,45.92,72.96,26
2000,11,1.6,3.45,42.07,63.47,52.77,26
2000,12,1.43,3.02,54.68,60.22,57.45,26
2000,13,1.26,4.04,66.65,56.08,61.37,26
2000,14,0.53,3.88,67.99,56.23,62.11,26
2000,15,1.31,4.29,82.1,36.51,59.3,26
2000,16,1.75,0.23,93.67,54.48,74.08,26
2000,17,3.35,2.34,74.39,54.31,64.35,26
2000,18,3.32,2.06,62.71,69.92,66.32,26
2000,19,2.95,1.64,58.79,50.69,54.74,26
2000,20,4.21,2.36,99.27,65.88,82.58,26
2000,21,1.1,4.92,56.19,79.84,68.01,26
2000,22,3.39,1.53,47.03,74.75,60.89,26
2000,23,3.18,3.26,70.11,67.78,68.94,26
2000,24,4.18,2.04,70.48,67.95,69.22,26
2000,25,0.16,1.43,100.0,55.07,77.54,26
2000,26,3.54,1.83,55.05,47.04,51.05,26
2000,27,3.47,4.43,56.64,60.45,58.54,26
2000,28,0.18,2.58,91.87,58.29,75.08,26
2000,29,2.37,2.52,77.17,67.03,72.1,26
2000,30,1.06,0.32,65.89,53.48,59.69,26
2000,31,0.58,3.59,51.87,46.24,49.05,26
2000,32,3.95,3.16,61.6,65.08,63.34,26
2000,33,0.14,1.24,39.42,52.31,45.87,26
2000,34,1.44,4.07,33.32,55.4,44.36,26
2000,35,2.54,0.35,55.99,81.41,68.7,26
2000,36,3.46,0.75,18.71,55.66,37.19,26
2000,37,3.24,3.01,50.71,35.0,42.85,26
2000,38,0.42,1.76,49.98,60.35,55.16,26
2000,39,4.69,3.57,69.61,26.43,48.02,26
2000,40,2.5,3.01,29.22,46.69,37.96,26
2000,41,3.84,3.58,29.33,58.99,44.16,26
2000,42,2.79,0.24,40.88,39.99,40.44,26
2000,43,3.9,1.8,28.51,31.87,30.19,26
2000,44,2.68,0.71,21.62,23.24,22.43,26
2000,45,2.76,3.92,43.38,35.69,39.54,26
2000,46,4.73,1.27,33.87,37.34,35.61,26
2000,47,4.97,4.24,48.98,41.9,45.44,26
2000,48,2.87,2.33,7.92,54.77,31.34,26
2000,49,1.16,3.25,28.64,28.43,28.54,26
2000,50,0.78,4.13,24.21,35.18,29.69,26
2000,51,4.41,1.1,9.37,27.34,18.36,26
2000,52,0.2,4.79,35.32,44.45,39.89,26
2001,1,1.81,1.14,60.45,28.12,44.28,26
2001,2,3.05,0.81,29.64,38.11,33.88,26
2001,3,0.39,3.06,9.78,36.81,23.29,26
2001,4,0.26,1.01,21.41,66.6,44.01,26
2001,5,2.69,3.45,30.01,25.68,27.84,26
2001,6,0.62,3.01,42.9,64.64,53.77,26
2001,7,0.5,2.38,30.02,53.05,41.54,26
2001,8,2.27,1.31,57.35,40.35,48.85,26
2001,9,2.28,4.14,7.99,50.16,29.07,26
2001,10,3.31,3.44,54.3,46.55,50.43,26
2001,11,0.25,3.22,60.03,43.43,51.73,26
2001,12,1.6,4.81,43.52,45.94,44.73,26
2001,13,3.68,4.22,77.09,30.49,53.79,26
2001,14,3.98,0.6,49.68,43.5,46.59,26
2001,15,3.44,0.51,69.73,60.25,64.99,26
2001,16,4.76,0.43,58.71,53.0,55.86,26
2001,17,4.41,0.66,83.44,74.15,78.79,26
2001,18,3.86,4.56,71.43,53.02,62.22,26
2001,19,4.66,2.36,85.16,71.71,78.43,26
2001,20,0.71,4.6,88.13,71.84,79.98,26
2001,21,5.0,1.6,54.06,62.96,58.51,26
2001,22,1.77,1.95,91.36,81.08,86.22,26
2001,23,2.73,4.32,66.32,49.58,57.95,26
2001,24,0.86,3.6,100.0,37.49,68.75,26
2001,25,3.86,1.1,76.72,70.57,73.64,26
2001,26,4.99,2.32,42.69,70.98,56.83,26
2001,27,3.64,2.82,71.53,53.01,62.27,26
2001,28,1.48,2.14,45.84,66.86,56.35,26
2001,29,0.28,4.08,47.21,59.99,53.6,26
2001,30,3.49,0.76,64.1,61.78,62.94,26
2001,31,3.33,1.89,67.48,81.46,74.47,26
2001,32,2.28,3.05,38.94,61.43,50.18,26
2001,33,0.17,1.35,69.69,30.27,49.98,26
2001,34,4.07,3.18,44.31,33.46,38.89,26
2001,35,1.23,4.42,46.44,62.64,54.54,26
2001,36,0.28,2.74,29.25,55.36,42.31,26
2001,37,0.65,0.77,72.38,52.52,62.45,26
2001,38,1.79,4.15,64.92,60.0,62.46,26
2001,39,3.15,4.54,45.22,37.19,41.2,26
2001,40,1.02,4.72,21.1,33.2,27.15,26
2001,41,0.34,3.95,56.03,41.31,48.67,26
2001,42,4.45,2.09,35.46,62.07,48.76,26
2001,43,4.98,1.26,41.67,62.55,52.11,26
2001,44,2.89,0.81,51.14,51.05,51.09,26
2001,45,4.11,3.61,18.54,43.84,31.19,26
2001,46,2.99,0.75,52.31,42.97,47.64,26
2001,47,2.76,0.2,26.4,40.46,33.43,26
2001,48,3.97,3.61,42.31,32.24,37.28,26
2001,49,2.63,4.64,32.32,25.66,28.99,26
2001,50,4.09,4.86,23.24,43.81,33.53,26
2001,51,4.06,1.76,48.82,43.83,46.32,26
2001,52,3.49,4.06,31.68,37.26,34.47,26
2002,1,2.01,4.07,42.02,38.41,40.21,26
2002,2,4.15,0.58,20.79,53.99,37.39,26
2002,3,0.79,4.16,33.93,44.63,39.28,26
2002,4,1.37,2.04,18.75,45.47,32.11,26
2002,5,1.39,1.86,40.78,47.53,44.16,26
2002,6,4.03,1.87,36.2,36.77,36.48,26
2002,7,2.12,2.89,30.75,44.01,37.38,26
2002,8,4.14,1.69,69.53,53.53,61.53,26
2002,9,4.38,3.99,59.1,57.27,58.19,26
2002,10,3.62,3.03,57.65,47.47,52.56,26
2002,11,1.58,4.32,71.04,15.14,43.09,26
2002,12,3.74,1.28,58.85,50.59,54.72,26
2002,13,4.69,1.0,53.51,43.5,48.5,26
2002,14,0.15,4.97,73.64,60.69,67.17,26
2002,15,0.86,1.35,48.77,72.07,60.42,26
2002,16,4.96,4.42,68.73,46.65,57.69,26
2002,17,0.42,4.11,57.36,37.22,47.29,26
2002,18,2.86,4.03,69.04,33.51,51.28,26
2002,19,3.3,1.85,65.5,61.74,63.62,26
2002,20,4.91,4.3,85.42,51.16,68.29,26
2002,21,0.67,1.16,65.1,79.36,72.23,26
2002,22,1.66,3.73,59.86,70.92,65.39,26
2002,23,3.97,3.63,75.12,78.4,76.76,26
2002,24,1.03,2.54,89.28,70.66,79.97,26
2002,25,0.59,3.25,56.92,51.39,54.16,26
2002,26,4.68,1.81,51.53,51.62,51.58,26
2002,27,4.84,0.23,63.82,44.11,53.96,26
2002,28,4.4,4.46,42.72,52.64,47.68,26
2002,29,3.15,2.0,76.22,56.53,66.38,26
2002,30,4.48,3.11,49.95,66.88,58.42,26
2002,31,1.86,3.41,90.09,53.86,71.98,26
2002,32,1.15,1.77,59.16,47.99,53.57,26
2002,33,0.58,2.15,50.53,62.73,56.63,26
2002,34,2.61,4.48,79.74,58.91,69.32,26
2002,35,2.31,3.64,54.91,55.18,55.05,26
2002,36,1.61,2.19,72.68,48.49,60.58,26
2002,37,3.94,4.57,51.21,50.21,50.71,26
2002,38,2.43,1.27,40.8,59.19,50.0,26
2002,39,0.93,0.59,27.8,35.83,31.81,26
2002,40,2.68,3.96,16.14,62.48,39.31,26
2002,41,3.79,0.6,37.62,41.85,39.73,26
2002,42,1.51,4.2,51.03,45.5,48.27,26
2002,43,3.55,0.26,46.76,38.51,42.64,26
2002,44,4.5,0.73,39.02,9.88,24.45,26
2002,45,4.14,2.4,27.25,39.36,33.31,26
2002,46,4.21,3.96,48.5,40.42,44.46,26
2002,47,1.96,4.63,34.34,42.81,38.58,26
2002,48,2.19,1.22,26.71,18.69,22.7,26
2002,49,1.47,3.32,9.73,36.54,23.13,26
2002,50,2.3,1.93,30.06,36.01,33.03,26
2002,51,0.44,3.79,57.94,30.42,44.18,26
2002,52,1.51,3.27,32.52,37.48,35.0,26
2003,1,2.43,1.09,22.42,44.5,33.46,26
2003,2,4.67,2.02,28.98,30.8,29.89,26
2003,3,3.83,2.73,39.7,38.12,38.91,26
2003,4,0.96,1.77,56.22,25.75,40.98,26
2003,5,1.46,2.11,60.02,38.37,49.19,26
2003,6,1.81,3.16,43.08,62.36,52.72,26
2003,7,4.84,4.99,49.69,38.13,43.91,26
2003,8,1.55,1.27,37.61,66.93,52.27,26
2003,9,3.64,1.58,24.99,67.75,46.37,26
2003,10,2.29,4.09,64.75,46.46,55.6,26
2003,11,4.63,3.34,38.19,18.18,28.19,26
2003,12,3.84,0.69,24.75,50.37,37.56,26
2003,13,4.89,4.4,61.21,79.34,70.27,26
2003,14,3.85,0.41,77.97,30.8,54.38,26
2003,15,1.82,2.04,83.92,67.7,75.81,26
2003,16,4.6,4.03,82.73,54.28,68.5,26
2003,17,2.46,3.48,59.17,58.94,59.05,26
2003,18,4.04,3.04,54.09,68.05,61.07,26
2003,19,2.81,1.13,91.66,75.28,83.47,26
2003,20,2.62,4.41,47.51,44.77,46.14,26
2003,21,3.26,3.37,67.46,70.13,68.79,26
2003,22,4.23,3.98,75.69,61.33,68.51,26
2003,23,4.3,4.98,81.04,64.51,72.77,26
2003,24,3.93,4.74,82.53,66.3,74.41,26
2003,25,2.54,3.25,65.98,71.32,68.65,26
2003,26,3.98,3.66,90.11,53.85,71.98,26
2003,27,1.7,1.15,60.1,67.53,63.82,26
2003,28,1.19,0.6,74.97,68.56,71.77,26
2003,29,1.17,1.81,96.99,69.34,83.16,26
2003,30,1.65,4.44,85.46,55.39,70.43,26
2003,31,2.65,4.69,80.72,74.06,77.39,26
2003,32,1.27,4.36,39.35,50.3,44.83,26
2003,33,3.01,4.42,78.42,61.59,70.01,26
2003,34,3.34,2.08,39.29,51.87,45.58,26
2003,35,0.97,2.48,61.35,46.77,54.06,26
2003,36,4.47,2.68,65.95,72.24,69.09,26
2003,37,3.06,1.65,41.29,53.73,47.51,26
2003,38,4.57,4.35,64.84,48.55,56.69,26
2003,39,4.01,3.1,40.75,29.94,35.35,26
2003,40,3.39,1.17,17.87,37.28,27.57,26
2003,41,2.58,4.7,36.04,48.14,42.09,26
2003,42,4.88,0.56,32.05,37.36,34.7,26
2003,43,4.23,2.41,21.9,70.25,46.07,26
2003,44,1.03,4.03,49.73,59.16,54.44,26
2003,45,1.97,0.65,41.26,43.73,42.5,26
2003,46,3.15,2.63,42.45,36.77,39.61,26
2003,47,0.33,3.13,39.52,35.5,37.51,26
2003,48,2.4,4.91,13.82,31.12,22.47,26
2003,49,2.37,2.81,0.0,48.59,24.3,26
2003,50,0.37,2.78,21.2,40.38,30.79,26
2003,51,0.41,1.05,29.68,38.72,34.2,26
2003,52,0.8,0.45,28.85,31.43,30.14,26
2004,1,0.26,2.92,61.29,37.55,49.42,26
2004,2,3.57,0.66,32.94,50.21,41.57,26
2004,3,1.28,2.76,10.65,38.1,24.38,26
2004,4,0.33,0.73,37.35,43.35,40.35,26
2004,5,2.84,4.13,32.05,27.28,29.67,26
2004,6,0.5,1.16,45.34,48.57,46.96,26
2004,7,0.92,1.66,43.01,25.02,34.02,26
2004,8,0.29,0.53,40.97,41.5,41.24,26
2004,9,2.87,0.72,45.96,46.17,46.07,26
2004,10,0.27,1.01,47.23,45.91,46.57,26
2004,11,0.73,4.94,50.39,42.08,46.24,26
2004,12,4.94,0.23,57.25,55.67,56.46,26
2004,13,3.6,0.23,62.41,65.74,64.07,26
2004,14,4.36,3.86,74.45,72.31,73.38,26
2004,15,4.12,0.32,35.53,51.14,43.33,26
2004,16,2.97,0.98,38.83,43.76,41.29,26
2004,17,0.98,3.79,47.63,40.5,44.06,26
2004,18,1.45,0.15,61.21,50.24,55.73,26
2004,19,2.06,4.65,58.91,62.08,60.5,26
2004,20,0.59,4.34,87.91,50.81,69.36,26
2004,21,1.69,2.03,78.06,83.2,80.63,26
2004,22,0.93,4.13,51.45,34.59,43.02,26
2004,23,3.24,2.08,64.25,73.77,69.01,26
2004,24,2.45,4.27,87.17,59.25,73.21,26
2004,25,3.06,3.15,42.64,81.24,61.94,26
2004,26,0.3,2.65,73.41,77.24,75.32,26
2004,27,2.13,4.29,48.65,61.62,55.13,26
2004,28,3.15,1.72,51.72,55.12,53.42,26
2004,29,0.18,1.98,71.66,58.96,65.31,26
2004,30,0.22,0.73,73.12,56.68,64.9,26
2004,31,2.6,0.86,53.34,52.5,52.92,26
2004,32,0.79,4.29,56.74,59.31,58.03,26
2004,33,0.39,1.2,48.19,55.58,51.89,26
2004,34,3.35,0.28,49.3,50.4,49.85,26
2004,35,3.38,0.89,37.69,52.14,44.91,26
2004,36,3.61,4.53,73.86,74.0,73.93,26
2004,37,0.31,4.05,46.63,64.27,55.45,26
2004,38,0.49,2.82,31.15,34.64,32.89,26
2004,39,1.7,4.01,48.8,47.52,48.16,26
2004,40,0.36,1.12,14.43,33.51,23.97,26
2004,41,1.46,3.12,40.5,45.62,43.06,26
2004,42,1.46,3.65,43.77,38.68,41.23,26
2004,43,3.73,0.26,35.5,39.35,37.42,26
2004,44,4.01,0.41,7.65,52.23,29.94,26
2004,45,2.61,2.32,31.23,35.76,33.49,26
2004,46,3.58,1.27,16.82,29.42,23.12,26
2004,47,2.58,0.95,31.79,48.58,40.19,26
2004,48,1.96,2.62,29.72,53.62,41.67,26
2004,49,0.56,4.84,21.67,22.71,22.19,26
2004,50,3.26,2.73,60.39,35.71,48.05,26
2004,51,4.28,4.06,48.94,40.34,44.64,26
2004,52,4.67,2.81,41.08,11.81,26.44,26
2005,1,4.13,2.15,12.73,19.06,15.9,26
2005,2,3.85,1.72,46.78,35.8,41.29,26
2005,3,0.8,1.45,34.61,21.11,27.86,26
2005,4,2.03,0.31,33.72,46.76,40.24,26
2005,5,4.35,4.02,45.23,64.03,54.63,26
2005,6,4.43,2.16,42.87,47.29,45.08,26
2005,7,2.11,1.81,36.89,40.09,38.49,26
2005,8,1.65,2.86,35.74,51.7,43.72,26
2005,9,0.15,4.75,37.4,51.02,44.21,26
2005,10,2.17,4.98,63.49,40.17,51.83,26
2005,11,0.41,4.54,16.05,69.69,42.87,26
2005,12,3.51,1.26,37.75,22.87,30.31,26
2005,13,4.82,4.24,44.97,59.63,52.3,26
2005,14,4.78,1.61,75.58,40.53,58.06,26
2005,15,1.09,4.62,57.48,35.55,46.51,26
2005,16,2.65,1.15,53.98,55.2,54.59,26
2005,17,1.74,0.19,79.13,57.35,68.24,26
2005,18,1.25,2.12,78.82,59.63,69.22,26
2005,19,3.32,1.69,58.81,60.11,59.46,26
2005,20,4.85,3.27,63.84,63.03,63.43,26
2005,21,3.83,3.11,99.56,49.06,74.31,26
2005,22,1.76,1.88,76.04,55.82,65.93,26
2005,23,4.32,0.92,63.25,77.74,70.5,26
2005,24,3.74,3.74,55.38,62.11,58.75,26
2005,25,4.68,1.31,58.65,72.31,65.48,26
2005,26,4.2,2.54,70.86,80.81,75.84,26
2005,27,1.89,0.69,53.13,50.82,51.97,26
2005,28,4.08,3.44,44.46,61.37,52.91,26
2005,29,3.67,3.46,79.35,58.49,68.92,26
2005,30,3.85,2.43,62.38,69.0,65.69,26
2005,31,4.86,2.97,37.99,63.99,50.99,26
2005,32,0.67,3.19,88.05,43.7,65.88,26
2005,33,0.65,3.81,58.32,69.17,63.75,26
2005,34,2.06,4.63,65.28,56.75,61.01,26
2005,35,3.25,0.68,44.43,62.35,53.39,26
2005,36,4.32,2.22,54.36,59.55,56.96,26
2005,37,0.62,3.3,47.79,32.08,39.93,26
2005,38,1.56,1.52,43.07,26.33,34.7,26
2005,39,1.38,4.77,66.24,29.81,48.03,26
2005,40,3.87,1.11,21.3,49.47,35.39,26
2005,41,3.21,1.1,34.44,63.46,48.95,26
2005,42,0.52,1.8,39.32,35.67,37.5,26
2005,43,1.84,4.89,38.67,48.78,43.73,26
2005,44,3.53,3.68,24.36,44.44,34.4,26
2005,45,3.8,0.56,25.95,46.57,36.26,26
2005,46,4.23,3.01,0.0,42.48,21.24,26
2005,47,4.27,3.97,18.95,51.98,35.47,26
2005,48,2.01,2.85,53.69,33.61,43.65,26
2005,49,4.4,3.95,2.27,26.0,14.13,26
2005,50,2.0,2.87,39.06,29.68,34.37,26
2005,51,4.83,3.39,27.94,15.48,21.71,26
2005,52,1.18,1.01,47.37,24.24,35.81,26
2006,1,0.36,2.56,34.28,41.07,37.67,26
2006,2,2.24,1.36,42.96,26.6,34.78,26
2006,3,0.64,3.49,60.75,32.61,46.68,26
2006,4,3.84,2.21,39.94,35.08,37.51,26
2006,5,3.21,2.81,57.2,47.08,52.14,26
2006,6,0.95,1.85,27.88,53.92,40.9,26
2006,7,0.32,0.55,56.34,73.98,65.16,26
2006,8,3.75,3.96,41.51,54.16,47.83,26
2006,9,2.44,1.23,64.51,55.67,60.09,26
2006,10,1.04,4.54,64.82,36.98,50.9,26
2006,11,3.19,1.68,74.76,63.96,69.36,26
2006,12,2.49,0.17,65.85,40.05,52.95,26
2006,13,4.7,3.39,59.52,58.35,58.94,26
2006,14,0.82,4.46,50.69,67.28,58.99,26
2006,15,1.63,0.46,53.85,64.32,59.08,26
2006,16,1.82,2.33,65.03,67.85,66.44,26
2006,17,0.56,0.88,70.02,52.06,61.04,26
2006,18,2.87,2.46,71.02,70.18,70.6,26
2006,19,0.42,2.65,59.59,50.1,54.84,26
2006,20,4.86,2.13,75.52,82.26,78.89,26
2006,21,2.24,3.3,94.64,55.17,74.91,26
2006,22,0.14,3.08,33.78,71.78,52.78,26
2006,23,3.07,0.14,51.39,72.6,61.99,26
2006,24,1.47,1.61,76.33,77.02,76.67,26
2006,25,1.0,1.79,61.46,71.77,66.61,26
2006,26,0.68,2.67,74.84,74.15,74.49,26
2006,27,3.46,3.38,31.99,52.97,42.48,26
2006,28,1.38,0.52,47.74,62.78,55.26,26
2006,29,1.25,2.74,67.51,53.01,60.26,26
2006,30,4.28,0.18,73.41,75.89,74.65,26
2006,31,3.76,1.98,28.47,48.2,38.34,26
2006,32,4.31,1.55,30.93,44.51,37.72,26
2006,33,2.16,1.13,83.04,59.41,71.23,26
2006,34,1.1,1.49,81.46,68.08,74.77,26
2006,35,1.38,1.32,56.29,41.07,48.68,26
2006,36,0.96,4.73,83.08,48.6,65.84,26
2006,37,1.49,2.35,52.89,41.37,47.13,26
2006,38,4.95,0.6,45.57,64.25,54.91,26
2006,39,4.97,1.6,57.4,42.82,50.11,26
2006,40,0.17,0.87,55.41,60.25,57.83,26
2006,41,0.25,1.66,22.42,50.39,36.4,26
2006,42,3.47,3.7,13.33,27.51,20.42,26
2006,43,3.54,0.96,32.63,42.2,37.42,26
2006,44,2.4,1.27,48.47,17.95,33.21,26
2006,45,0.65,2.63,52.8,14.88,33.84,26
2006,46,3.67,3.14,0.0,51.28,25.64,26
2006,47,4.85,1.91,10.28,22.12,16.2,26
2006,48,1.26,4.67,34.43,19.24,26.84,26
2006,49,0.62,3.79,41.16,19.81,30.49,26
2006,50,4.21,3.03,47.74,58.28,53.01,26
